r002,r003,r004,r005,r006,label
1981695,19374843,625,29,269913,benigne
1966870,19428984,624,25,267042,benigne
1957814,18295626,610,29,268052,benigne
1973332,11242024,630,26,267419,benigne
1974450,10810418,624,26,270639,benigne
1973693,11255269,638,26,269508,benigne
1974693,11830409,677,28,48514,benigne
1978442,19335681,621,26,2141,benigne
3326293,11574589,728,27,2130,benigne
9141066,11635091,1189,29,2118,benigne
9206921,11658538,650,27,3501,benigne
9144301,11674184,606,27,97677,benigne
9082085,11671767,590,29,75813,benigne
9066905,11647558,594,29,77647,benigne
9079175,11643554,654,28,77587,benigne
9083248,13381137,658,28,77807,benigne
9116372,18133397,589,29,77574,benigne
9091295,18145250,584,27,129803,benigne
9078236,18145440,754,28,77148,benigne
9056650,18142397,655,28,77176,benigne
9057507,18124829,617,26,77284,benigne
9060399,19035516,606,30,77344,benigne
14640665,19435832,604,27,77432,benigne
16522537,19484056,594,26,76687,benigne
16543240,19462858,598,26,77214,benigne
16545072,19509932,599,26,77384,benigne
16553938,19515126,594,27,77293,benigne
14396735,19509099,593,27,77518,benigne
1970155,19481081,725,26,76531,benigne
1959185,19482727,645,27,77590,benigne
1961207,19499766,609,26,77511,benigne
1957932,19503865,582,26,77502,benigne
1961994,19457550,600,26,76268,benigne
1965638,19493619,606,27,128869,benigne
1963890,19483230,794,26,76892,benigne
1962906,19478866,675,25,77263,benigne
1966478,19353492,601,26,76999,benigne
1962766,19470265,583,25,78148,benigne
3283812,19460331,711,28,78206,benigne
2634566,19488691,674,29,78220,benigne
1953521,19455948,625,27,77736,benigne
1966243,19441905,607,30,78237,benigne
1943212,19393013,963,26,77965,benigne
1957745,19387895,1218,28,78146,benigne
1952894,19380264,642,27,78292,benigne
1959335,19405357,597,28,77912,benigne
1958930,19414913,608,29,78058,benigne
1965255,19404514,650,25,78002,benigne
1961342,19381593,787,26,77826,benigne
1963351,19395093,613,25,129791,benigne
1967375,19426333,595,25,77154,benigne
1969087,19426537,593,28,77495,benigne
1961549,19439837,582,28,77516,benigne
1968991,19453129,574,27,77583,benigne
1961831,19460037,588,24,77658,benigne
1966803,19408585,1134,26,77607,benigne
1970395,19434638,647,28,77399,benigne
1967344,19425553,715,24,77696,benigne
1972268,19436099,639,26,77558,benigne
1969020,19434890,610,28,77553,benigne
1977555,19463871,599,26,77615,benigne
1963519,19417967,608,29,77701,benigne
1967424,19453130,611,26,77743,benigne
1976919,32437437,593,26,182231,benigne
1972354,25914817,651,25,269158,benigne
1946611,19176491,660,27,450055,benigne
3305702,19456788,628,27,269044,benigne
1960027,19467559,594,25,266991,benigne
1979159,19400639,728,28,271034,benigne
1975309,19389611,649,27,268988,benigne
1968440,19411261,609,27,267830,benigne
1970829,19385845,1242,28,268376,benigne
1976037,19399861,650,29,268555,benigne
1974851,19421019,584,28,268443,benigne
1945890,17315164,586,25,267469,benigne
1976381,11156277,597,27,269181,benigne
1975891,10837039,574,28,271061,benigne
1973441,11705027,687,27,269047,benigne
1969249,11861392,625,26,109451,benigne
1974070,11922870,628,26,2135,benigne
1985209,12046842,606,27,2128,benigne
9053697,12021964,588,27,2125,benigne
9243058,11994565,595,29,2398,benigne
9182494,11881120,616,27,54976,benigne
9084119,11909845,595,30,77228,benigne
9108396,20056652,602,27,75973,benigne
9049112,12071752,573,28,77866,benigne
9093839,12070060,1293,25,77853,benigne
9108825,12026865,658,27,77740,benigne
9099542,12036334,582,25,77550,benigne
9077849,12013587,538,28,77801,benigne
9096627,12851567,576,26,77533,benigne
9059658,15254003,588,28,77308,benigne
9092457,15613709,582,26,77342,benigne
13241790,29150247,574,28,77407,benigne
16544286,18066855,587,27,77467,benigne
16550786,18156931,589,27,76514,benigne
16544048,18783269,696,26,77316,benigne
16551748,18671281,623,26,77541,benigne
16552162,25280590,600,26,77450,benigne
2481248,25882307,584,26,77468,benigne
1962625,19369913,591,26,76518,benigne
1960739,28268015,585,26,77288,benigne
1960665,24784393,651,27,77617,benigne
1964929,23040290,596,26,77645,benigne
1957630,19766449,574,26,128631,benigne
1961816,23229281,544,26,102805,benigne
1961127,19411626,587,26,76876,benigne
1958413,19459601,745,27,77197,benigne
3281815,19443791,633,28,77320,benigne
1949941,17811306,596,26,78000,benigne
1961833,20367365,597,26,78227,benigne
1959372,32262502,656,26,76883,benigne
3288561,19394446,771,26,77984,benigne
1926379,19473601,682,24,78147,benigne
1959168,19466352,613,28,78270,benigne
1957954,32330256,627,26,78285,benigne
1958849,19316814,607,25,78234,benigne
3279965,18778027,756,27,77933,benigne
1956406,32159837,634,27,77960,benigne
1965179,19281472,586,26,77656,benigne
1963967,19387090,827,28,77754,benigne
3279951,19408054,667,27,77715,benigne
2635192,19422192,617,26,77401,benigne
1960653,19439667,596,27,77422,benigne
1974257,19432101,600,27,77562,benigne
1976078,19028140,608,27,77747,benigne
1974381,32205004,585,25,77677,benigne
1975701,25859073,700,27,77529,benigne
1969861,19365772,624,26,77411,benigne
1972784,19437196,601,26,77562,benigne
1972305,19433985,598,29,77624,benigne
1974516,19470026,605,26,77692,benigne
3291992,19389279,611,27,77584,benigne
1964705,19060008,604,26,77673,benigne
1972905,25787421,589,26,77801,benigne
1968725,32437839,599,28,77539,benigne
1976456,19189473,639,25,263632,benigne
1969817,19464819,983,27,268329,benigne
1972354,19464833,1164,26,269815,benigne
1968193,32332063,628,26,271014,benigne
1981539,18624146,617,27,269857,benigne
1973791,19370767,600,25,271718,benigne
1968868,25713037,595,26,270439,benigne
1921090,32352359,587,26,267930,benigne
3303942,13582207,667,27,267236,benigne
1968607,10767187,739,25,268990,benigne
1975238,11100642,614,26,268993,benigne
1971075,11616040,726,26,268379,benigne
1978555,19213020,618,27,269187,benigne
5551797,15479793,648,27,270583,benigne
9204063,19357332,589,27,268616,benigne
9203117,11587713,580,25,168505,benigne
9150449,11629771,588,27,2127,benigne
9079523,11753215,577,26,2121,benigne
9121718,11699822,595,27,2112,benigne
9053448,21783123,576,26,2172,benigne
9075682,18068470,595,27,2144,benigne
9048374,18157434,662,27,62987,benigne
9095765,18151395,620,25,77628,benigne
9081845,18129585,630,28,75900,benigne
9077468,24085342,596,28,77832,benigne
9086442,32063802,593,29,77623,benigne
9571406,25726347,609,26,77599,benigne
16557325,32457930,580,26,77822,benigne
16541356,19387348,617,27,77726,benigne
16535877,19475560,593,26,77575,benigne
16558705,19454968,598,26,77126,benigne
16537874,19427864,602,26,77298,benigne
9678526,19483805,748,26,77417,benigne
1962001,31936125,690,26,128465,benigne
1966197,19405795,600,26,102858,benigne
1961157,19463938,581,27,77082,benigne
1957333,19474278,581,27,77424,benigne
1963361,19479489,591,26,77556,benigne
1963807,19275840,574,26,76456,benigne
1959470,19458116,582,26,77527,benigne
1967422,19500272,584,26,77484,benigne
1964789,31919826,579,28,77369,benigne
1964570,25874888,771,26,77341,benigne
1966475,19326700,679,26,77160,benigne
1961491,19382583,578,26,77138,benigne
1967753,19386670,575,26,77268,benigne
1969062,32146767,584,26,77151,benigne
1960998,19332012,576,25,77439,benigne
1937525,25345109,594,25,78146,benigne
1963529,32365634,583,29,77790,benigne
1961826,19364925,581,25,130553,benigne
1963906,19407829,589,27,77870,benigne
1960331,19412821,673,26,78227,benigne
1960645,19432670,619,27,78242,benigne
1966879,19434326,604,26,78139,benigne
1966630,19434598,588,26,77924,benigne
1963304,19100116,598,27,77797,benigne
1966129,19442830,1161,27,102501,benigne
1970219,19441237,642,25,130104,benigne
1967668,19116467,610,26,77141,benigne
1970068,19417411,591,26,77503,benigne
1965693,19424951,579,29,77430,benigne
1980130,19416742,725,28,77522,benigne
1969839,19477809,632,27,77570,benigne
1969942,32078133,600,28,77406,benigne
1981162,25945706,879,29,129433,benigne
1966163,19418613,705,26,77230,benigne
1972722,18532703,605,28,77503,benigne
1971496,43627249,586,27,77537,benigne
1962845,25838393,583,27,77598,benigne
1970737,19363682,583,25,77661,benigne
1980517,19401200,582,28,77638,benigne
1970995,13671371,705,26,156332,benigne
1968669,10784660,1186,27,269776,benigne
1982251,14831004,693,28,269594,benigne
1968705,19251111,647,220,272494,benigne
1971747,11575406,585,32,271561,benigne
1972450,11572094,586,28,268215,benigne
1973663,11617616,588,27,271827,benigne
1972709,11657993,584,27,268563,benigne
1948706,11612713,595,28,267219,benigne
1971030,11622591,579,26,448914,benigne
3287973,11733236,727,26,267478,benigne
2642988,19369201,624,25,267400,benigne
1966467,17204243,588,26,268480,benigne
1981046,18132542,593,28,271890,benigne
7093874,18144164,585,27,268566,benigne
9176828,30255515,585,26,138834,benigne
9189323,30939649,595,28,2112,benigne
8884140,19463528,1122,25,2136,benigne
8995345,19420673,715,27,2129,benigne
9038284,19466022,621,28,2125,benigne
9081038,19544088,760,27,2133,benigne
9051828,19518890,633,28,71164,benigne
9043447,19541967,596,27,77721,benigne
9071797,19362987,586,26,75798,benigne
9052154,32423259,596,26,77720,benigne
9043612,19429249,591,27,129829,benigne
9077462,19460198,658,28,77356,benigne
10724885,19464221,591,27,77956,benigne
16536573,19450549,598,26,77752,benigne
16548109,19465457,579,27,77292,benigne
16540898,19459281,731,28,77391,benigne
16544144,19335767,625,25,77378,benigne
16560360,19484761,588,26,77230,benigne
7440541,19452005,1127,26,76728,benigne
1962071,19453973,697,26,77373,benigne
1969881,19463351,646,26,77575,benigne
1963037,19403425,594,26,77535,benigne
1964060,19419667,605,26,77651,benigne
1961328,19397872,612,26,76365,benigne
1962553,19408976,585,26,129245,benigne
1964162,19392273,725,26,77100,benigne
1967675,18393625,640,25,103489,benigne
1966030,31878148,636,27,76892,benigne
1965238,19307346,616,27,77157,benigne
1969397,19445255,594,25,77190,benigne
1967816,19393335,593,25,77182,benigne
1961244,19446175,616,26,77052,benigne
3287087,19443093,592,26,78088,benigne
1927489,19428730,531,26,77830,benigne
1962718,19376330,1208,25,78100,benigne
1961668,19407240,678,28,78121,benigne
1966992,19430804,600,26,78215,benigne
1962404,19455144,590,27,78162,benigne
1966854,19438215,596,26,78142,benigne
1962986,19449605,591,27,130176,benigne
1964062,19437504,575,26,77388,benigne
1968287,19469890,592,29,77678,benigne
1967561,19455492,589,26,77785,benigne
1965700,19485378,631,29,77923,benigne
1969204,19449494,577,27,77682,benigne
1970367,19247140,735,28,77493,benigne
1969743,19508020,614,27,77511,benigne
1963805,19480965,585,28,77610,benigne
3293768,19377962,592,28,76687,benigne
1967035,19380490,581,28,129379,benigne
1963855,19387612,590,27,77245,benigne
1970009,19400496,588,28,77537,benigne
1973445,19416289,644,27,77387,benigne
1969357,19429647,624,28,77682,benigne
1972582,16923222,598,27,77534,benigne
1967765,11145581,721,26,77682,benigne
1965853,10909920,619,26,77537,benigne
1976356,11356670,602,28,115836,benigne
1974316,11528141,825,26,270078,benigne
2640720,11576820,663,26,270686,benigne
3291361,11612691,594,26,270275,benigne
293485,297969,4883,12,6681,benigne
2382827,2544118,60995,65,30045,benigne
14987904,5919321,1642,99,4332,benigne
40592606,7757481,1846,40,2040,benigne
35098180,16921899,930,29,687,benigne
26812228,15283569,713,34,542,benigne
35803032,14886296,686,34,633,benigne
45809117,14855446,687,19105,649,benigne
27218475,14760895,612,20245,663,benigne
27437955,14960665,650,31,651,benigne
45119052,20018085,595,30,670,benigne
37188080,17388094,758,31,642,benigne
36707605,17460077,644,28,713,benigne
42091685,17472088,669,29,677,benigne
32182544,17543668,1181,32,659,benigne
36707468,17421694,721,29,638,benigne
32331353,17433144,609,30,647,benigne
26712436,17406251,598,29,651,benigne
35030074,17479744,579,30,639,benigne
42604188,17057899,581,27,640,benigne
29118459,17032200,584,28,650,benigne
38820328,17545332,755,30,636,benigne
32884487,19054552,638,30,652,benigne
26976042,19558071,603,28,687,benigne
35931058,19569847,660,30,645,benigne
44569340,19340438,606,27,652,benigne
27885240,19419072,642,29,641,benigne
40744635,18312145,1233,28,650,benigne
30965444,25566821,649,27,645,benigne
37603075,32380979,589,29,654,benigne
35253293,28801646,2245,28,633,benigne
27545876,18633862,1973,31,659,benigne
36271187,16685471,1032,29,652,benigne
40900138,19316795,661,31,722,benigne
31887517,23447819,607,29,654,benigne
38775438,32663067,608,27,656,benigne
35665867,24271964,605,30,650,benigne
27227135,33888535,606,28,658,benigne
35330796,19238572,612,28,642,benigne
40545667,19557341,597,28,635,benigne
50141656,19466279,597,29,664,benigne
45741466,19635604,775,29,651,benigne
35846959,19707282,920,29,672,benigne
26855404,19342915,1254,29,700,benigne
27763107,19624491,732,28,668,benigne
45998807,19669089,614,31,637,benigne
27965646,19367856,686,28,652,benigne
46455244,31245205,591,32,648,benigne
26787985,20805255,611,29,665,benigne
45273306,32304110,588,31,654,benigne
37142040,19302611,614,29,656,benigne
27049970,19586575,765,29,654,benigne
28002119,19563963,640,28,639,benigne
46183662,19605532,592,27,657,benigne
27642339,19320899,617,799,685,benigne
46146641,32407188,597,30,646,benigne
37695158,18940282,600,28,647,benigne
27969779,19299711,606,31,644,benigne
28283686,32414896,591,28,655,benigne
45924158,19668675,595,30,643,benigne
24163591,19727789,598,29,648,benigne
41344583,19444267,748,30,640,benigne
33323583,19266017,631,31,668,benigne
33765901,19258068,609,27,643,benigne
37606481,19624280,612,29,690,benigne
30420017,19694908,603,31,639,benigne
25465496,19665281,1382,29,644,benigne
34106280,19729855,1239,28,647,benigne
42868516,26317531,650,28,633,benigne
27242887,32472869,610,29,660,benigne
25289705,26122974,705,43,652,benigne
33787365,32493079,632,28,793,benigne
43249171,19554431,620,29,638,benigne
25726983,19348089,575,29,658,benigne
26384301,19620531,583,31,685,benigne
43537799,18792057,584,34,645,benigne
34862966,18828561,609,28,660,benigne
35371625,18920514,671,31,645,benigne
35436472,30176923,609,30,658,benigne
35543066,18950716,668,31,654,benigne
26888115,18595393,605,30,683,benigne
33670030,18720827,730,31,644,benigne
43264062,18910576,629,29,663,benigne
25732803,19019652,606,30,653,benigne
26181896,25209439,624,31,648,benigne
26682700,25330138,593,31,720,benigne
26145856,17971090,604,31,875,benigne
26246556,20167936,603,29,655,benigne
26479258,31888610,593,30,965,benigne
26771789,18825398,601,30,1078,benigne
26573580,19016194,591,31,643,benigne
27052140,19208661,726,30,651,benigne
27352278,19172859,630,31,673,benigne
26301566,19202501,601,28,925,benigne
26431265,19367653,593,29,692,benigne
26322225,32233019,609,29,659,benigne
26765157,19404565,603,27,671,benigne
26707583,19531738,598,27,652,benigne
26983589,19391313,587,28,650,benigne
27385640,18915940,588,29,665,benigne
26680938,18755703,584,28,636,benigne
25748101,19032909,675,31,662,benigne
28129368,19353379,631,27,667,benigne
45608651,19060289,601,28,650,benigne
27552412,19415459,591,30,715,benigne
27755821,19257779,587,29,662,benigne
27042212,19000820,597,27,653,benigne
25341675,19396385,590,31,667,benigne
25733285,19135274,660,28,656,benigne
26286756,32338298,576,29,667,benigne
25773943,19314809,587,27,655,benigne
26515751,19583484,1403,29,663,benigne
26725601,19387102,728,28,661,benigne
26060350,19413944,602,29,653,benigne
26401897,19406428,593,28,638,benigne
26427828,19462181,574,33,695,benigne
26782675,19173076,564,25,657,benigne
26708237,32503168,572,29,651,benigne
27036354,19549969,572,28,651,benigne
44913738,19491574,576,27,654,benigne
26022333,19550443,565,27,656,benigne
26442188,19635062,668,29,667,benigne
26886839,19570285,618,28,651,benigne
26483726,19649757,977,28,642,benigne
27038368,19523233,1187,29,675,benigne
27415997,25738120,628,28,704,benigne
26900155,31079335,584,28,673,benigne
44923950,19120593,671,29,665,benigne
27421665,19263615,574,29,669,benigne
27263085,19403654,587,29,666,benigne
27785594,19476942,580,27,664,benigne
46157104,19381252,754,28,665,benigne
