r002,r003,r004,r005,r006,label
23683706,21970410,578,29,18574,benigne
23581795,21956788,678,31,18570,benigne
24161599,21967722,586,29,18456,benigne
24519131,21967041,585,31,21888,benigne
24488067,17384477,585,27,23258,benigne
21634582,15027491,587,31,24451,benigne
16028146,15010820,760,26,22001,benigne
28687632,21969865,630,31,17997,benigne
52629380,21968023,625,28,17992,benigne
31510777,34088031,587,30,24272,benigne
23470468,21913848,590,28,18442,benigne
24082881,17964563,585,31,31205,benigne
24420631,21961082,612,32,21695,benigne
24495100,21970370,668,29,23139,benigne
21962530,18442431,594,31,24507,benigne
15972124,22020347,594,32,22246,benigne
27655692,21963231,568,31,17974,benigne
36164975,21965430,732,33,17984,benigne
24756728,21947020,655,30,17873,benigne
23696319,21964308,603,31,18535,benigne
23648486,19463924,597,30,18556,benigne
24072361,17959390,600,33,18519,benigne
24435665,21976098,615,33,21446,benigne
41020147,21969615,596,31,23115,benigne
16621230,19784563,593,31,24261,benigne
19635501,32425973,593,29,22619,benigne
36469511,21906616,603,30,17865,benigne
29463857,21963316,729,32,18095,benigne
31570996,21945166,895,30,18018,benigne
39700765,36629647,1255,29,18492,benigne
24454246,25255503,663,30,18568,benigne
24469339,17925864,644,28,18557,benigne
24028666,20985550,602,31,21177,benigne
17138441,22038742,608,32,23190,benigne
18473825,21979771,693,27,23075,benigne
36524446,21564964,587,29,23378,benigne
30252501,21963418,613,28,18019,benigne
23600427,21946400,748,33,18031,benigne
23611381,21963311,658,29,18148,benigne
23732262,21962230,663,34,18539,benigne
24429890,21967852,611,27,18585,benigne
24481888,21963757,613,31,18508,benigne
21718965,21698376,602,30,20869,benigne
15914298,14932601,589,32,23076,benigne
13154793,15010499,588,29,24211,benigne
16770027,21963354,1179,28,23499,benigne
27124088,15708241,765,32,18095,benigne
27030877,21966351,668,29,18104,benigne
31245588,19458036,581,28,18112,benigne
18634504,21957207,579,33,18522,benigne
18787868,32583183,588,25,18521,benigne
18734187,18745178,572,30,18486,benigne
18465327,17123462,587,29,20745,benigne
19009004,22020487,751,33,23161,benigne
25348447,21968744,1500,28,24194,benigne
19193576,21883028,662,30,23757,benigne
14720465,21966967,747,32,18074,benigne
13295101,21949315,639,29,18105,benigne
19324402,29659127,583,30,18100,benigne
27330968,21922743,569,30,18376,benigne
26209213,21966358,595,27,18456,benigne
18797939,17590627,592,30,18637,benigne
18780493,21935047,578,29,20552,benigne
18847639,21972989,591,32,23239,benigne
18830520,21555412,592,30,24189,benigne
25304278,21965429,591,30,23820,benigne
19133773,21966933,752,33,18087,benigne
19074820,21947034,634,29,18116,benigne
19146493,21967603,595,29,18141,benigne
16566959,32572265,586,32,18639,benigne
12996365,27233906,599,28,18594,benigne
13659256,21970656,656,31,18606,benigne
27314945,21965004,584,29,20470,benigne
27491362,21560615,636,32,23134,benigne
21137315,21909664,613,29,24135,benigne
39636855,21960904,594,30,24089,benigne
23642799,21939994,573,32,17933,benigne
24308594,21965806,738,29,30216,benigne
24436034,21969634,710,27,18122,benigne
19161285,21969165,601,34,18514,benigne
21328281,20623209,638,30,18570,benigne
15853462,22021240,580,33,18754,benigne
48685911,21969154,589,28,23034,benigne
29556646,21580737,546,32,23638,benigne
17941341,21967721,584,28,24226,benigne
26587350,21967174,609,29,20262,benigne
38991501,21951433,1548,30,18052,benigne
32335230,21954091,911,28,18043,benigne
23980767,17958026,655,29,18213,benigne
20336890,21832720,635,29,19383,benigne
22309319,21951535,638,32,18579,benigne
41479766,22024878,596,31,18632,benigne
39874390,21831250,603,26,22906,benigne
23716493,21882419,598,33,40039,benigne
23659752,21914688,1232,27,22734,benigne
24061528,14994097,654,27,18030,benigne
24452789,34076479,605,33,17960,benigne
24535393,17920792,778,29,17964,benigne
21885981,21964583,663,28,18504,benigne
15981887,17179657,724,31,18562,benigne
24579936,22019689,590,30,18492,benigne
54567305,21875938,622,31,21116,benigne
23535037,21965680,610,31,23244,benigne
23686031,16271455,609,29,24298,benigne
23852390,21966353,679,29,23097,benigne
24506553,21966137,602,29,17976,benigne
24462019,21943320,621,31,18017,benigne
22741471,21964307,765,29,17954,benigne
17987452,21964534,644,30,18303,benigne
40857760,21957290,628,34,18549,benigne
35640065,36594678,617,30,18584,benigne
23748360,21977675,1143,33,20877,benigne
23807204,36146235,1193,33,23150,benigne
23783539,22263067,651,31,24231,benigne
24159694,19414689,708,29,23464,benigne
22508898,21941851,627,31,17934,benigne
24747491,21955428,702,33,35375,benigne
32659892,21963735,652,31,18306,benigne
20639228,21972335,633,33,18545,benigne
36471593,21940437,629,28,18487,benigne
44651048,36375849,620,32,20527,benigne
23712750,18983122,616,31,23162,benigne
23582144,21966349,585,33,24119,benigne
30838723,21963028,605,30,23990,benigne
23535774,21956986,589,31,17915,benigne
24545082,17957950,613,32,18035,benigne
17810574,32589044,585,31,17985,benigne
17052419,10054790,745,28,18409,benigne
46111789,21961263,662,32,18576,benigne
27657527,21770401,631,30,18560,benigne
38765733,21566907,604,33,20309,benigne
22003935,21963823,1295,30,23168,benigne
24076230,21962930,639,32,23862,benigne
24387010,21957360,666,30,24304,benigne
24511186,21946069,1595,29,18124,benigne
19174542,21977747,753,32,18138,benigne
16567666,21005654,790,29,18086,benigne
55978945,15022787,673,29,18399,benigne
26048772,15028539,610,28,18651,benigne
21970238,21767971,609,31,18572,benigne
23607683,21556421,589,30,20292,benigne
40020387,21965313,1194,28,23056,benigne
32683480,21967188,723,31,23940,benigne
24420638,21961530,628,29,24371,benigne
15945737,21969674,610,28,18187,benigne
45975134,21949597,709,30,18112,benigne
38747556,21961842,645,29,18069,benigne
23661939,17256619,629,28,18383,benigne
23346115,22024370,626,30,18649,benigne
23796212,21965356,620,31,18552,benigne
24464989,23474112,616,30,20112,benigne
24426310,36629982,607,28,23110,benigne
24457285,21923129,585,32,24053,benigne
17055580,17953019,593,28,24373,benigne
15492790,21945652,597,28,18310,benigne
60074142,21963852,588,31,18105,benigne
23602553,17991947,755,29,18045,benigne
23695358,22025202,682,28,18375,benigne
23656445,21968449,611,29,18504,benigne
24192712,21562126,589,31,18612,benigne
24198631,21965559,612,31,20069,benigne
24392150,21968254,612,28,23076,benigne
20483397,21961109,600,32,23959,benigne
21406747,21966672,692,28,24349,benigne
46568248,21949590,575,29,18370,benigne
28872236,21961553,603,31,17996,benigne
23580139,21970884,770,28,17931,benigne
23694617,22023154,653,30,18418,benigne
40062526,21968169,683,28,18623,benigne
24349983,21565725,582,32,18628,benigne
22988107,21963305,606,31,19814,benigne
25679508,21968437,614,28,23190,benigne
17835231,19456661,611,34,23958,benigne
36547660,21969379,611,30,24449,benigne
30596575,21967132,605,30,24638,benigne
23663164,34118548,597,31,24269,benigne
31461485,21963241,777,35,18082,benigne
39784348,21951124,653,30,18597,benigne
24364983,21690924,600,31,18607,benigne
24492797,14996284,583,33,18613,benigne
22803460,21966869,608,28,22637,benigne
34022063,21968859,589,32,23298,benigne
36055323,21961109,597,34,24208,benigne
31815781,21963679,603,28,21216,benigne
39779227,21949709,618,28,18072,benigne
24046822,20226107,597,30,18044,benigne
24425911,15023109,603,33,18110,benigne
22643095,16145345,771,30,18678,benigne
19806137,21719410,634,28,18635,benigne
33871851,14995594,606,32,18676,benigne
59133832,21967923,605,28,22357,benigne
23599015,29540773,957,32,23335,benigne
23794591,17931322,1247,33,24339,benigne
23743052,17950873,640,30,21443,benigne
24336657,20743353,623,30,18091,benigne
24454873,21984513,621,30,18090,benigne
24531867,22013975,854,33,18101,benigne
19554014,21964683,639,29,17834,benigne
15874762,21413572,601,30,31174,benigne
32457406,21966545,595,32,20568,benigne
40902761,21964802,591,29,23203,benigne
31477012,21967552,690,31,24172,benigne
23532980,21965654,598,30,23848,benigne
24011848,21967063,603,30,18074,benigne
24475549,21669272,596,29,18083,benigne
40824238,15014109,609,34,18071,benigne
23275285,14856225,821,29,18381,benigne
23756057,21963952,637,32,18655,benigne
36425510,21555877,624,31,18619,benigne
26925612,21962532,696,29,20516,benigne
23764983,21965218,589,30,23198,benigne
23756416,21957653,600,32,24094,benigne
23886347,17939119,626,30,24013,benigne
24444141,21970749,598,28,18027,benigne
24516521,21978895,780,32,18113,benigne
23880663,17757861,1574,29,17990,benigne
15907682,14914909,855,30,18444,benigne
22929879,36375168,635,32,18658,benigne
36397748,21908450,601,29,18641,benigne
27584234,21971471,579,30,20416,benigne
23543886,21964642,943,29,23162,benigne
23647682,21956956,1210,32,24118,benigne
23860366,17943805,627,28,24181,benigne
24505351,21968993,612,29,17990,benigne
24430040,19198324,626,32,18061,benigne
24476317,10017178,750,30,18069,benigne
15992360,21932688,650,29,18362,benigne
22067804,21963653,608,33,18646,benigne
36462921,21966372,677,30,18624,benigne
27937926,21966634,580,32,20358,benigne
23648145,21966535,601,29,23159,benigne
23820447,21958271,593,31,24111,benigne
23873635,32623723,571,30,24233,benigne
24524679,27063796,657,31,18122,benigne
24463041,21963867,602,31,17999,benigne
24447776,22001682,596,27,18076,benigne
11613592,21882268,729,30,18335,benigne
15448587,21961192,634,29,18526,benigne
54398296,21973368,602,33,18617,benigne
26986734,21965196,578,31,20042,benigne
39846814,21961756,613,28,23036,benigne
31884233,21962477,679,32,23952,benigne
24280333,21969272,578,29,24356,benigne
24429096,20629569,609,28,18431,benigne
23764533,22013147,621,31,18073,benigne
15954618,22001257,585,30,18132,benigne
22922072,21885798,753,28,18360,benigne
36404373,21964774,650,30,18580,benigne
27534153,21964910,594,32,18492,benigne
23630894,21965334,598,32,35609,benigne
23635660,21957504,604,28,23440,benigne
23891536,21964750,588,32,24393,benigne
24408651,21965753,602,28,20588,benigne
41111339,21436383,585,28,17985,benigne
18561478,22014959,614,31,30057,benigne
15938384,21848038,615,29,24790,benigne
35896566,21966160,692,28,18550,benigne
32185641,15406171,668,29,18595,benigne
23635084,21965888,584,33,22645,benigne
23661576,21966069,592,30,23334,benigne
23598679,21959189,616,29,24449,benigne
24401577,21965340,592,32,20966,benigne
24497844,21965334,701,28,18019,benigne
24450396,17278535,574,28,17941,benigne
19005258,31660218,585,31,30747,benigne
16017043,21911723,608,30,18585,benigne
35043594,21876334,574,30,18591,benigne
32759179,21963247,797,30,20882,benigne
23524175,21967355,620,31,23235,benigne
39551431,14989446,592,30,24261,benigne
24039091,21966410,590,33,23355,benigne
24509788,21968486,976,28,17886,benigne
24547440,21966453,1204,29,18081,benigne
27341597,27946601,638,31,18066,benigne
38082298,29087007,720,32,18351,benigne
36037609,20223788,603,29,18569,benigne
24998178,21962959,774,29,18563,benigne
23665617,21966516,642,32,20831,benigne
22381640,21959326,610,27,46271,benigne
23935073,32614067,622,33,23824,benigne
24413552,17929720,625,34,18080,benigne
24470805,18633999,614,29,18066,benigne
23054019,22031704,598,30,18094,benigne
15913906,21981699,621,31,18363,benigne
49614303,21883351,608,34,18592,benigne
30275901,21953412,598,30,18596,benigne
23701819,21965864,705,33,20567,benigne
23663985,14996635,647,29,23133,benigne
23729407,21960805,610,31,24077,benigne
24504554,21964434,603,29,23986,benigne
24441019,21968539,599,35,18121,benigne
24300641,19406247,589,28,18049,benigne
17752504,22027202,609,32,18104,benigne
17054225,21988549,609,27,18333,benigne
36594605,21881811,616,30,18546,benigne
31052961,14997902,783,29,18431,benigne
23687686,36601397,1660,32,20351,benigne
23665357,17817457,668,31,23074,benigne
23725933,21961898,589,28,24072,benigne
24380760,21969769,595,31,24282,benigne
24496811,20846064,581,30,18038,benigne
24471761,21990078,578,27,17999,benigne
18151837,22025732,606,30,18012,benigne
16221326,21941717,593,28,18258,benigne
36672966,21597657,592,28,18551,benigne
31626980,14995859,565,29,18571,benigne
23660694,21968635,709,31,20092,benigne
23671424,14990663,703,31,23230,benigne
23596955,17931500,589,28,23885,benigne
24467546,21966144,590,31,24301,benigne
24421658,21686553,565,28,18355,benigne
24499957,21987338,570,28,18045,benigne
18509875,16997522,607,30,17992,benigne
15995384,21963805,596,28,18334,benigne
36003665,21846449,600,30,18562,benigne
32187056,21961972,597,31,18592,benigne
23576015,21967891,607,27,19914,benigne
23645953,36627078,752,31,23213,benigne
23657136,21923258,661,32,23955,benigne
24425314,21967308,638,29,24350,benigne
24459034,17674174,1210,29,18369,benigne
24552369,17147989,627,28,30200,benigne
18825654,20310957,628,31,18140,benigne
16009664,21937782,588,27,18613,benigne
34778793,14993513,599,29,18577,benigne
32824152,14991149,600,31,18584,benigne
23668786,21966778,701,26,22771,benigne
23679173,21968502,723,32,23389,benigne
23698290,17943678,602,28,24232,benigne
24378811,21963009,602,31,20956,benigne
24467994,18320070,606,28,18104,benigne
24482148,10074575,600,26,18080,benigne
19362216,19772274,612,29,18186,benigne
15969385,21866494,605,27,18705,benigne
34082974,21961762,587,27,18544,benigne
41213816,21964489,613,32,18549,benigne
39635156,14997174,595,26,22460,benigne
23648977,21958578,761,30,40030,benigne
24327057,17965943,658,27,23124,benigne
24466259,21968731,632,32,18019,benigne
24361834,19113764,647,27,18009,benigne
19694332,17163345,605,28,18061,benigne
15986391,18981592,644,30,18456,benigne
33425774,21881492,613,28,18574,benigne
33737059,34155160,588,28,18490,benigne
23640204,21895262,615,31,20926,benigne
23670485,21957091,615,27,23108,benigne
23615232,21963452,762,31,24249,benigne
24302920,21967009,623,30,23497,benigne
24431871,19758367,604,30,17981,benigne
24527705,17161236,597,28,18032,benigne
20016460,17135870,978,31,18089,benigne
15980477,36418297,1195,27,18315,benigne
32470499,22306571,632,28,31237,benigne
34318021,22196825,626,30,19206,benigne
23649299,34569142,600,28,23230,benigne
23691800,21917285,708,27,23683,benigne
23604171,21956481,672,29,37108,benigne
24365789,22654712,617,32,17961,benigne
24272304,21914242,599,27,17994,benigne
23091883,21960819,671,27,18091,benigne
20912239,21941180,598,2360,18585,benigne
15981674,21960009,627,32,18580,benigne
54735539,21957734,613,35,18579,benigne
35006049,17953428,601,35,21907,benigne
23611387,21962079,619,30,23290,benigne
23647181,31715446,599,33,24597,benigne
24144067,24409731,747,32,22121,benigne
24485729,21967574,671,30,17969,benigne
24441311,21950439,605,35,18036,benigne
21299259,21943153,609,32,18075,benigne
16046816,21958818,621,31,18599,benigne
29443271,21960138,605,29,18570,benigne
35770027,21978206,689,35,18562,benigne
23778299,21968159,600,32,21752,benigne
23606373,21963518,1044,34,23199,benigne
23679188,17730444,1137,31,24401,benigne
24104180,22027289,700,33,22349,benigne
24481413,22013783,599,32,18035,benigne
24504374,21960107,569,30,18101,benigne
21741263,21966860,597,31,18099,benigne
15915107,21953625,594,30,18541,benigne
28172906,21963435,572,32,18599,benigne
36230351,21959864,577,30,18577,benigne
24444358,21962896,580,31,21568,benigne
23681923,21965931,581,29,23209,benigne
23649772,18474807,585,28,24405,benigne
24124775,22029107,746,38,22498,benigne
24464158,22003424,629,32,18071,benigne
24342628,21956636,572,29,18086,benigne
22127796,21961434,612,31,17995,benigne
16009078,21944986,576,35,31149,benigne
27204572,21962087,602,36,18419,benigne
36285967,21957533,1257,34,20007,benigne
24954930,25296565,638,29,23165,benigne
23703133,33801973,594,32,23981,benigne
23667910,21967258,754,30,24400,benigne
24094928,21997547,665,27,18482,benigne
24356308,21960203,611,29,18063,benigne
24456911,21961959,595,30,18094,benigne
22548308,14974099,614,29,18350,benigne
15992064,21960140,620,29,18505,benigne
26259590,21952856,605,29,18549,benigne
36336064,21960697,625,32,19880,benigne
25581617,21965760,586,33,23131,benigne
31650293,19995388,685,34,23969,benigne
39865983,22029095,600,30,24370,benigne
24354383,22004004,742,37,18649,benigne
24487626,21956889,669,45,18087,benigne
22888566,21960636,1241,33,17993,benigne
16014216,21969894,634,26,18328,benigne
25478337,14992893,608,36,18588,benigne
36368988,21957704,616,35,18543,benigne
25883741,17966268,627,40,19729,benigne
23685563,21965364,614,32,23191,benigne
23662586,20725468,625,28,23947,benigne
24064179,22025802,741,31,37289,benigne
40994085,22007758,662,28,24261,benigne
31394198,21956092,622,29,18038,benigne
15919537,21964248,644,38,18324,benigne
24702681,21961549,635,31,18594,benigne
36136427,21943512,625,37,18586,benigne
26513059,14986990,613,28,19646,benigne
23671829,21957730,629,30,23200,benigne
23650716,21965429,612,31,23817,benigne
23983234,21396951,674,59,24218,benigne
24508868,22024331,600,32,19051,benigne
24441199,22023861,768,32,17961,benigne
23639615,21967507,655,32,17961,benigne
15912042,15100915,628,31,18272,benigne
23601537,29591996,618,32,18561,benigne
36406128,26775236,611,30,18582,benigne
27117742,17939476,604,31,19439,benigne
23692087,21962212,832,39,23075,benigne
23666980,17077357,672,28,23806,benigne
23905454,15027071,627,33,24347,benigne
24485385,22020745,636,27,19300,benigne
24514395,21955787,771,30,18034,benigne
23949751,30923907,724,31,17975,benigne
15968177,21911621,619,29,17220,benigne
20865849,21939430,650,35,18566,benigne
36386598,17947501,647,32,18454,benigne
28307888,21964176,633,32,34528,benigne
23623058,21966875,612,39,23141,benigne
23687864,27859858,637,38,24473,benigne
23776733,21960552,631,29,22069,benigne
24338876,16926912,616,37,18068,benigne
24465407,21961689,746,29,18002,benigne
24464506,21965878,638,34,18114,benigne
16402943,21966713,619,41,18451,benigne
20383569,21936997,645,34,18587,benigne
36474993,21961824,602,39,18590,benigne
29035011,21965049,629,29,21796,benigne
23596235,21963205,618,36,23288,benigne
23524196,31824832,631,38,24520,benigne
40338612,21725067,619,29,22256,benigne
24362055,19195624,636,31,18032,benigne
24415923,21962901,804,31,18036,benigne
19720700,21971372,1760,29,18047,benigne
16021303,21935538,822,29,18526,benigne
33191675,17941760,645,59,18572,benigne
33941382,21962342,683,32,18560,benigne
23539021,21960895,596,39,21572,benigne
23634517,14898147,607,32,23193,benigne
23689076,22025544,671,31,24443,benigne
24252369,21962623,596,30,22435,benigne
24489746,20387487,598,32,17910,benigne
24491636,21960698,700,29,18035,benigne
20040462,21966881,630,35,18088,benigne
15998723,21962887,605,34,18512,benigne
32003462,17939003,694,29,18568,benigne
50561584,21965874,675,33,18569,benigne
23570941,21960842,598,32,21509,benigne
23662266,21988923,621,29,23097,benigne
24005056,22022005,612,31,24247,benigne
24430183,35787035,607,36,22794,benigne
24522252,26763520,625,27,18170,benigne
23293241,21919080,614,31,18030,benigne
15956488,21959604,756,29,18026,benigne
24397183,21943672,652,32,18493,benigne
36391678,21958708,654,30,18562,benigne
26659358,21959859,682,32,18578,benigne
23678314,21986163,606,33,21164,benigne
23648060,22022616,1176,35,23172,benigne
23956842,21965229,646,32,24348,benigne
24492241,21554238,601,30,23006,benigne
24410723,21968379,591,31,18017,benigne
29015551,21965083,693,31,18004,benigne
34443194,21961470,672,32,18001,benigne
36180222,21948153,614,32,18454,benigne
27191024,21965319,604,29,18552,benigne
23686485,21970249,602,36,18458,benigne
23615987,21972322,595,29,21066,benigne
23916533,21887840,591,383,23256,benigne
24392156,21966517,583,31,24321,benigne
24487980,21565231,600,29,23247,benigne
24101706,21964483,598,34,17955,benigne
15983703,21970558,579,28,30153,benigne
22604045,21956890,744,36,24583,benigne
36504604,17959683,1255,33,18564,benigne
27705028,21946747,633,30,18545,benigne
23689529,21969829,703,29,21023,benigne
23541987,21972732,606,32,23188,benigne
23890035,22027152,685,30,24243,benigne
24471178,21968784,610,30,23403,benigne
24443475,18332164,621,33,17983,benigne
24482263,21966544,610,29,18081,benigne
15935999,21963613,714,32,18008,benigne
21595328,21960384,685,34,18430,benigne
36453402,29229180,623,29,18552,benigne
28162415,36618866,608,30,18530,benigne
37609652,21917998,633,33,20772,benigne
25213674,22022646,606,29,23125,benigne
19079349,21959685,632,30,32376,benigne
19320254,21573190,1015,32,33571,benigne
19236330,21961079,1201,28,17927,benigne
19293307,22251883,648,34,18058,benigne
18002671,36527830,815,34,18447,benigne
13273716,21893588,651,31,18564,benigne
13296332,21961927,609,31,18547,benigne
25588164,21971756,642,31,19673,benigne
26914567,22027178,590,33,23200,benigne
22393990,21968108,612,30,23800,benigne
18830032,21572016,604,29,36381,benigne
18754439,21958596,611,34,17934,benigne
18814976,29675107,598,28,18067,benigne
18803876,21908828,599,33,18257,benigne
32014799,21963991,737,34,18488,benigne
19285187,21947138,630,31,18566,benigne
19346763,21825043,604,29,18742,benigne
26558254,22025677,795,31,23016,benigne
13253409,22009367,1185,33,23580,benigne
22933483,21960534,638,31,24351,benigne
27438860,29626753,686,31,20183,benigne
24143648,19462911,587,34,18093,benigne
18835445,21958787,709,28,18063,benigne
18842738,21967301,713,34,18248,benigne
18846416,21968189,1176,32,18570,benigne
18642687,21945014,1301,29,18473,benigne
18678517,21983529,641,29,18608,benigne
19099855,22019600,626,31,23050,benigne
19250459,21969778,603,33,23457,benigne
19453415,21559378,584,30,24339,benigne
17241628,21963970,585,32,20466,benigne
15961096,21967684,606,34,18100,benigne
27395304,19448992,588,29,18118,benigne
36282864,21975807,797,31,18177,benigne
24830691,21965414,667,44,18472,benigne
22044580,21947787,606,31,18607,benigne
19297236,21967554,614,30,18536,benigne
38493831,14902674,613,31,22923,benigne
23831497,21967354,600,30,23464,benigne
44012450,21563091,593,30,24446,benigne
16312777,21966432,613,30,20623,benigne
20833958,19466800,617,38,18181,benigne
39375448,21963136,630,26,17983,benigne
25703503,32539152,760,32,18086,benigne
23611288,25260009,656,34,18622,benigne
23616562,21918780,615,30,18538,benigne
31873135,22020145,604,31,18526,benigne
28752391,21962674,606,33,22678,benigne
27398142,21566040,617,31,23363,benigne
17257164,21963168,596,31,24382,benigne
15979463,21965293,609,31,20848,benigne
34894136,21828719,596,33,18008,benigne
32723302,21948061,635,33,17940,benigne
31594999,21964588,804,29,18105,benigne
39538525,21970993,668,34,18550,benigne
23901747,18587007,678,30,18619,benigne
24397215,22024658,1531,31,18496,benigne
22935520,21962837,794,34,22462,benigne
25452971,21802893,1255,29,23375,benigne
18161600,19476199,629,31,24337,benigne
59215690,19478224,629,33,21282,benigne
23626415,21958755,607,28,18007,benigne
39383378,21963090,623,32,17969,benigne
30459331,21964307,786,34,18050,benigne
24289849,21966949,649,31,31077,benigne
24487030,21873952,612,30,24996,benigne
21379918,22020267,607,30,22157,benigne
16018670,21959877,599,33,23341,benigne
29380687,21822121,633,29,24360,benigne
36171368,21960155,605,31,21546,benigne
31459929,21964277,610,33,17989,benigne
38024828,21953961,651,27,17976,benigne
23815099,21962118,626,33,18024,benigne
24421641,21963860,732,34,18520,benigne
24553199,21966041,690,30,18628,benigne
22440060,21873921,618,26,18467,benigne
15964435,22016273,613,27,22093,benigne
50815683,29101639,594,31,23382,benigne
29492640,36577227,616,30,24291,benigne
19638806,21907675,591,31,21945,benigne
25732048,21960869,1021,31,18030,benigne
38927180,21948378,651,27,18078,benigne
24369649,21958773,622,30,18010,benigne
24389499,21960854,766,28,18431,benigne
31751550,24661584,689,30,18595,benigne
32964192,16968268,693,28,18586,benigne
33155557,21768646,604,28,21837,benigne
25655093,15962404,697,31,23222,benigne
30010918,21960554,624,28,23243,benigne
32726127,21961521,623,29,34676,benigne
24382725,21953842,620,31,17958,benigne
40288224,21962818,609,27,17945,benigne
31107856,21961674,627,30,18183,benigne
21152705,21955423,710,29,18547,benigne
36306069,22008694,677,31,18594,benigne
28102143,17149734,1191,27,19791,benigne
31375446,21964890,641,28,23151,benigne
37811016,17018715,629,32,23996,benigne
26047668,21960688,618,28,24337,benigne
40829699,21971786,612,29,18489,benigne
18350761,32596364,639,32,17953,benigne
15998138,21908625,649,27,17994,benigne
32808221,21966990,619,31,18320,benigne
41811156,21968457,760,29,18522,benigne
34536334,21996241,1175,31,18561,benigne
28528381,21770416,1279,29,19597,benigne
24108608,21616234,668,29,23179,benigne
22742802,21959436,609,32,23709,benigne
40445293,21964621,620,29,37595,benigne
15927798,21957090,631,30,18017,benigne
22873813,21960773,639,31,18019,benigne
36494911,21966045,619,28,18117,benigne
43233233,21968208,732,30,18558,benigne
31499044,21965532,673,31,18521,benigne
22180887,15010341,597,30,18607,benigne
24437813,21957982,618,29,22442,benigne
24412393,21575693,598,31,23331,benigne
24480005,21962446,706,27,24359,benigne
16582090,21963416,600,28,21227,benigne
19917752,21957265,690,28,17970,benigne
35991339,21961617,611,31,17972,benigne
29521103,21964960,610,30,18035,benigne
23554865,21966859,603,29,18568,benigne
22247124,21968123,735,30,18430,benigne
23605325,22030976,667,28,18516,benigne
24477775,36270712,646,28,22252,benigne
41055528,29269029,622,30,23204,benigne
20582015,21918670,610,27,24455,benigne
15783537,21963357,601,27,21566,benigne
30445942,21957694,624,27,17958,benigne
50812675,17966773,619,31,17947,benigne
23616231,21965570,607,30,17995,benigne
23652012,21967181,619,28,18461,benigne
23877230,17144896,744,32,18495,benigne
23241878,21811542,646,29,18537,benigne
22396469,21717044,615,28,22012,benigne
26217022,19489145,620,32,23317,benigne
27042743,21959275,604,29,24432,benigne
34168690,21961305,617,29,21921,benigne
33288118,21953868,649,31,17970,benigne
23659044,21957871,636,32,17910,benigne
23705552,21961457,2306,28,18010,benigne
17796176,21895044,800,31,18525,benigne
32336803,22024651,797,28,18592,benigne
47044590,20349527,695,28,18666,benigne
30986552,21806878,638,32,21833,benigne
24893835,21939188,638,29,23180,benigne
36274303,21963560,626,26,24479,benigne
26425970,21969390,601,32,22136,benigne
23798924,21959344,625,29,17998,benigne
23767482,17949507,627,29,17933,benigne
22733882,21964804,689,30,18000,benigne
40971968,21959424,635,29,18529,benigne
24365532,17148466,712,28,18568,benigne
18070153,19693951,777,33,18544,benigne
16344459,18010460,1296,28,21685,benigne
36406555,29577304,662,29,23276,benigne
31601038,22260241,605,32,24295,benigne
23640643,21904076,603,31,22454,benigne
23519799,21960104,640,27,17922,benigne
23631524,21960893,975,31,18082,benigne
24440347,21961306,1236,28,18052,benigne
40904139,22026743,768,28,18520,benigne
26740116,22009271,703,30,18556,benigne
15926718,21780673,598,28,18572,benigne
35881046,21958362,602,29,21361,benigne
32069871,29284211,567,28,39631,benigne
23650459,31930105,595,32,24304,benigne
23690347,17945324,610,32,18436,benigne
23682888,21965879,608,28,18007,benigne
24382113,19449255,588,32,17224,benigne
24460603,24242600,620,29,18281,benigne
24327696,33628792,605,28,18516,benigne
19023216,19449670,748,29,18470,benigne
15930036,21962834,643,27,19503,benigne
59120104,21976589,618,29,23199,benigne
24500568,21955317,589,29,23696,benigne
23682895,21963609,622,31,24360,benigne
23647827,29348357,625,32,19161,benigne
24044453,17271617,614,29,18065,benigne
24477704,21754150,601,32,18088,benigne
24452324,21954768,615,28,18152,benigne
22132532,14554154,605,28,31157,benigne
16010075,14996682,812,27,18506,benigne
26883698,21963551,659,31,22442,benigne
36305006,14988317,1767,29,23400,benigne
25181704,14878188,699,28,24388,benigne
23712099,7789769,592,31,21357,benigne
23623459,7826184,611,28,17963,benigne
24048166,15016309,612,30,17932,benigne
24376300,21855871,605,31,17979,benigne
24414389,21966177,563,29,18565,benigne
22684695,21532732,686,27,18563,benigne
16007559,21969058,657,29,18564,benigne
25927836,21965770,584,31,22258,benigne
36348872,28931794,590,28,23302,benigne
25721186,17915836,587,27,24441,benigne
23664180,21941545,599,31,21549,benigne
23655691,17646422,594,27,18059,benigne
23865509,22026132,604,30,18038,benigne
24473353,21873381,587,30,18066,benigne
24438820,21877570,580,27,18564,benigne
23134663,21941915,575,27,18555,benigne
28975033,21951373,738,28,18526,benigne
48727406,14998074,649,30,22073,benigne
26076527,29516710,622,27,23239,benigne
23542578,29251287,614,28,24255,benigne
23678501,18076629,601,30,21922,benigne
23963776,22017111,626,25,18069,benigne
24481337,22007567,597,30,18092,benigne
24470388,21888879,627,30,18021,benigne
23422725,21943935,611,28,18535,benigne
15997027,21959859,620,29,18530,benigne
24024521,19486500,766,28,18561,benigne
36137817,21935139,650,31,21806,benigne
27071265,21940285,624,29,23160,benigne
23771697,21941686,671,27,24550,benigne
23761742,18792224,663,31,22117,benigne
23948879,22017673,667,27,18071,benigne
24468576,22001141,578,31,18054,benigne
